gene	length
NDHH_SACOF	370
NDHK_MAIZE	2893
NDHL_ARATH	898
NDHM_ORYSJ	609
NDHN_ARATH	873
NDHO_ARATH	588
NDHS_ARATH	936
NDHT_ARATH	967
NDHU_ARATH	903
NDK1_ORYSJ	743
NDK1_SACOF	492
NDK2_PEA	420
NDK2_TOBAC	544
NDK3_ARATH	423
NDK4_ARATH	771
NDK5_ARATH	358
NDOR1_ARATH	678
NDRA_DICDI	587
NDS5B_ARATH	508
NDS8A_ARATH	529
NDT1_ARATH	698
NDUA1_ARATH	429
NDUA2_ARATH	452
NDUA5_ARATH	696
NDUA6_ARATH	700
NDUA9_ARATH	933
NDUAC_ARATH	560
NDUB2_ARATH	472
NDUB7_ARATH	595
NDUB8_ARATH	546
NDUB9_ARATH	641
NDUF3_XENTR	759
NDUS1_ARATH	422
NDUS1_SOLTU	815
NDUS4_ARATH	638
NDUS6_ARATH	512
NDUS7_BRAOL	1003
NDUS8_SOLTU	478
NDUV1_ARATH	1633
NDUV2_ARATH	849
NDX_ARATH	697
NEDD1_ARATH	556
NEET_ARATH	595
NEK3_ORYSJ	331
NEK5_ORYSJ	421
NEK6_ORYSJ	858
NEMF_DROME	814
NEMF_HUMAN	1077
NEMF_MOUSE	2523
NEN1_ARATH	536
NEN2_ARATH	531
NEN3_ARATH	878
NEP1_CAEEL	726
NEP1_MOUSE	732
NEP1_NEPGR	754
NEP2_NEPGR	421
NET1A_ARATH	2348
NET1B_ARATH	360
NET1C_ARATH	425
NET1D_ARATH	960
NET2A_ARATH	586
NET2D_ARATH	527
NET3A_ARATH	1105
NET4A_ARATH	860
NET4B_ARATH	1260
NEU1B_MOUSE	898
NEUR_DROME	403
NEUR_DROVI	1212
NFD4_ARATH	882
NFD5_ARATH	403
NFRKB_HUMAN	555
NFRKB_MOUSE	1375
NFXL1_ARATH	650
NFXL2_ARATH	541
NFYA5_ARATH	425
NFYA6_ARATH	407
NFYA7_ARATH	929
NFYA9_ARATH	381
NFYB_MAIZE	473
NFYB2_ARATH	317
NFYB3_ARATH	381
NFYB3_ORYSJ	318
NFYC2_ARATH	609
NFYC3_ARATH	338
NFYC4_ARATH	906
NGBR_HUMAN	793
NGBR_MOUSE	1230
NGDNA_XENLA	1083
NH2L1_XENTR	766
NHAD_VIBC3	756
NHAD_VIBPH	462
NHL3_ARATH	761
NHLC2_BOVIN	2254
NHLC2_CHICK	1761
NHLC2_MOUSE	1851
NHP2_ARATH	570
NHX1_ARATH	394
NHX2_ARATH	1211
NHX3_ARATH	1427
NHX6_ARATH	952
NHX7_ARATH	541
NHX8_ARATH	424
NIA1_MAIZE	642
NIA1_ORYSJ	1339
NIA7_HORVU	808
NIC1_ARATH	800
NIC2_ARATH	462
NIC4_ARATH	1007
NICA_ARATH	1817
NIFU1_ARATH	804
NIFU2_ARATH	880
NIFU3_ARATH	659
NIFU4_ARATH	706
NIH_ARATH	638
NIK1_ARATH	543
NIK2_ARATH	485
NIK3_ARATH	446
NILP2_ARATH	999
NILP3_ARATH	1028
NIN1_ORYSJ	724
NIN3_ORYSJ	927
NIP1_ARATH	765
NIP2_ARATH	535
NIP21_MAIZE	421
NIP22_MAIZE	1448
NIP31_MAIZE	622
NIP7_DANRE	430
NIPA_XENTR	949
NIPA2_ARATH	1342
NIPA3_ARATH	452
NIPA4_ARATH	589
NIPA5_ARATH	335
NIPA6_ARATH	535
NIPA7_ARATH	754
NIPA8_ARATH	677
NIPA9_ARATH	742
NIPBL_MOUSE	1344
NIPL2_ARATH	540
NIPLA_DANRE	570
NIPLB_DANRE	1562
NIR_MAIZE	847
NISCH_MOUSE	400
NLE1_ARATH	631
NLP1_ARATH	461
NLP1_ORYSJ	877
NLP2_ARATH	986
NLP2_ORYSJ	1224
NLP3_ORYSJ	1211
NLRC3_HUMAN	685
NLRC3_MOUSE	564
NLTL1_ORYSJ	576
NLTL5_ARATH	541
NLTP1_SORBI	624
NLTP3_WHEAT	832
NLTPX_ORYSI	571
NMD3_DICDI	671
NMD3_MOUSE	565
NMNAT_ORYSJ	645
NMT1_ARATH	756
NNJA3_MAIZE	480
NNJA5_MAIZE	561
NNJA6_MAIZE	462
NNJA7_MAIZE	636
NNJA8_MAIZE	631
NNRD_SORBI	982
NNT1_CRYNJ	414
NO93_SOYBN	590
NOB1_BOVIN	953
NOC2L_ARATH	530
NOC2L_ORYSJ	398
NOC3L_CRIGR	355
NOC3L_DANRE	960
NOC3L_DROME	909
NOC4B_XENLA	507
NOC4L_CHICK	631
NOC4L_RAT	360
NOD2_HYLLA	343
NOG1_ARATH	1598
NOG1_ENCCU	923
NOG1_HUMAN	512
NOL_ORYSJ	730
NOL10_DANRE	328
NOL10_HUMAN	335
NOL10_XENTR	482
NOL6_HUMAN	489
NOL6_XENLA	389
NOL9_ARATH	393
NOLC1_HUMAN	822
NOM1_HUMAN	1728
NOM1_MOUSE	368
NOMO1_HUMAN	522
NOMO1_MOUSE	1645
NOMO3_HUMAN	848
NOMT_ORYSJ	433
NOP10_ARATH	431
NOP10_DROME	302
NOP12_DEBHA	828
NOP12_YARLI	382
NOP14_HUMAN	578
NOP14_MOUSE	918
NOP14_SCHPO	1206
NOP16_COCIM	347
NOP2_HUMAN	691
NOP4_YEAST	576
NOP56_HUMAN	558
NOP56_MACFA	601
NOP56_PONAB	537
NOP56_SCHPO	558
NOP58_MOUSE	1017
NOP5A_ARATH	806
NOP5B_ARATH	707
NORK_PEA	614
NOS_ORYSJ	523
NOSIP_DROME	420
NOSIP_XENLA	830
NOT3_SCHPO	379
NOT4_YEAST	1352
NP214_ARATH	364
NP5_HUMAN	597
NP93A_ARATH	676
NPBL_CAEEL	718
NPC1_ARATH	1410
NPC1_HUMAN	920
NPC1_MOUSE	3345
NPC1_PIG	1335
NPC2_ARATH	434
NPC2_ARTBC	560
NPC2_ASPOR	793
NPC6_ARATH	459
NPCL1_RAT	1014
NPH3_ORYSJ	477
NPHP3_HUMAN	1709
NPHP3_XENTR	509
NPL4_ORYSJ	586
NPR3_ARATH	1078
NPR4_ARATH	827
NPRT1_ARATH	788
NPRT2_ARATH	600
NPS11_ARATH	1229
NPS12_ARATH	892
NPS13_ARATH	703
NPY1_ARATH	487
NPY2_ARATH	665
NPY5_ARATH	843
NQOR_HALHL	302
NQR1_ORYSJ	362
NQR2_ORYSJ	374
NR3L1_HUMAN	330
NRAM1_ORYSJ	556
NRAM2_ORYSJ	1027
NRAM3_ORYSJ	690
NRAM5_ORYSJ	484
NRAM6_ORYSJ	348
NRAT1_ORYSJ	410
NRDC_HUMAN	1990
NRDE2_HUMAN	720
NRDE2_MOUSE	863
NRL4_ORYSJ	756
NRL4A_LUPAN	322
NRL4B_TOBAC	382
NRP1_ORYSJ	438
NRP2_ORYSI	684
NRP2_ORYSJ	316
NRPA1_ARATH	684
NRPA2_ARATH	483
NRPB1_ARATH	1292
NRPB2_ARATH	492
NRPB3_ARATH	952
NRPB4_ARATH	721
NRPBA_ARATH	540
NRPBB_ARATH	531
NRPBC_ARATH	471
NRPC1_ARATH	392
NRPC2_ARATH	307
NRPD1_ARATH	412
NRPD2_ARATH	643
NRPD4_ARATH	824
NRPE1_ARATH	668
NRPE7_ARATH	752
NRT23_ORYSJ	679
NRX11_ORYSJ	794
NRX12_ORYSJ	795
NRX2_ORYSJ	360
NRX3_ARATH	694
NRX3_ORYSJ	1109
NSA2_DICDI	821
NSE1_PONAB	875
NSE2_ARATH	342
NSE4A_ARATH	437
NSF_ARATH	588
NSI_ORYSJ	632
NSL1_ARATH	305
NSN1_ARATH	930
NSP5_ARATH	539
NSRP1_BOVIN	301
NSRP1_MOUSE	714
NSUN2_CHICK	668
NSUN2_HUMAN	702
NSUN2_MOUSE	936
NSUN2_XENLA	506
NSUN6_MOUSE	821
NT101_ARATH	611
NT102_ARATH	479
NT5D_DICDI	498
NTAN1_MOUSE	650
NTF2_ARATH	331
NTF2_ORYSJ	726
NTH1_ARATH	856
NTKL_XENLA	315
NTKL_XENTR	532
NTM1_ORYSI	942
NTO1_YEAST	1344
NTRA_ORYSJ	533
NTRB_ORYSJ	566
NTRC_ORYSJ	1070
NU107_ARATH	414
NU133_ARATH	496
NU155_ARATH	926
NU160_ARATH	498
NU1C_SACOF	402
NU205_ARATH	686
NU2C2_MAIZE	630
NU2C2_NANDO	303
NU2C2_ORYSJ	671
NU2M_BETVU	529
NU4C_SACHY	643
NU4C_SORBI	383
NU50A_ARATH	789
NU50B_ARATH	900
NU98A_ARATH	807
NU98B_ARATH	378
NUA_ARATH	1177
NUB1_HUMAN	826
NUBPL_MOUSE	465
NUCL1_ORYSJ	853
NUCL2_ORYSJ	669
NUD11_ARATH	1045
NUD14_ARATH	695
NUD15_ARATH	422
NUD16_ARATH	712
NUD18_ARATH	687
NUD19_ARATH	775
NUD20_ARATH	422
NUD21_ARATH	846
NUD23_ARATH	622
NUD26_ARATH	501
NUDC2_MOUSE	1013
NUDC2_RAT	699
NUDT2_ARATH	497
NUDT3_ARATH	1786
NUDT8_ARATH	1216
NUDT9_ARATH	579
NUG2_ORYSI	1528
NUG2_ORYSJ	1628
NUP1_ARATH	622
NUP35_ARATH	402
NUP43_ARATH	434
NUP54_ARATH	546
NUP58_ARATH	313
NUP62_ARATH	461
NUP85_ARATH	803
NUP88_ARATH	511
NUP96_ARATH	579
NUSB_CALS4	1003
NUSG_THET8	552
NYC1_ORYSJ	1556
OAT_ORYSJ	860
OBE2_ARATH	428
OBE3_ARATH	892
OBE4_ARATH	1098
OBGC1_ORYSJ	570
OBGC2_ORYSJ	904
OBGM_ORYSJ	375
OCLOT_ORYSJ	581
OCP3_ARATH	965
OCS1_MAIZE	1149
OCT7_ARATH	762
ODB2_ARATH	787
ODBA1_ARATH	714
ODBA2_ARATH	697
ODBB1_ARATH	1319
ODBB2_ARATH	316
ODO1_DICDI	1713
ODO1_PETHY	334
ODO1_SCHPO	443
ODO1_XENLA	794
ODO1_YEAST	376
ODO2A_ARATH	872
ODP21_ARATH	1297
ODP22_ARATH	1036
ODP23_ARATH	1535
ODP24_ARATH	382
ODP25_ARATH	307
ODPA1_ORYSJ	925
ODPA3_ARATH	460
ODPA3_ORYSJ	740
ODPB1_ORYSJ	824
ODPB2_ORYSJ	1046
ODPB3_ORYSJ	792
ODPB4_ORYSJ	312
OE64C_ARATH	1036
OE64M_ARATH	315
OEP21_ORYSI	302
OEP21_ORYSJ	322
OEP24_ORYSI	924
OEP24_ORYSJ	496
OEP37_ARATH	546
OEP37_PEA	664
OEP61_ARATH	608
OEP7_ARATH	321
OEP80_ORYSI	904
OEP80_ORYSJ	1479
OFP6_ARATH	647
OFP9_ARATH	772
OGG1_ARATH	320
OGT1_HUMAN	664
OHK3_ORYSI	635
OHK3_ORYSJ	382
OHK4_ORYSJ	1096
OHK6_ORYSJ	683
OHP1_ORYSJ	541
OHP2_ORYSJ	754
OLA1_ORYSI	354
OLA1_ORYSJ	1276
OLP1_SOLLC	609
OMA1_SCHPO	542
OMA1_YEAST	420
OML2_ORYSJ	1025
OML3_ORYSJ	493
OML4_ORYSJ	881
OMT1_SORBI	398
OMT15_ORYSJ	484
OMT17_ORYSJ	354
OMT2_SORBI	737
OMT3_DICDI	303
OMT3_SORBI	554
OMT8_MAIZE	308
OOPDA_ARATH	984
OP161_ARATH	434
OP163_ARATH	574
OPA3_SCHPO	422
OPLA_ARATH	406
OPR1_ORYSJ	812
OPR11_ORYSJ	1266
OPR2_ORYSJ	410
OPR4_ORYSJ	437
OPR7_ORYSJ	609
OPT3_ARATH	2667
OPT4_ARATH	328
OPT6_ARATH	334
OPT7_ARATH	695
ORAV1_MOUSE	685
ORC2_ORYSJ	1112
ORC3_ORYSJ	501
ORC4_ORYSJ	584
ORG2_ARATH	878
ORML1_MOUSE	508
ORML1_XENLA	416
ORML3_BOVIN	960
ORML3_DANRE	495
ORML3_MOUSE	1026
ORN_ARATH	671
ORP1C_ARATH	1098
ORP2A_ARATH	937
ORP2B_ARATH	304
ORP3A_ARATH	1462
ORP3B_ARATH	418
ORP3C_ARATH	1759
ORR1_ORYSI	402
ORR1_ORYSJ	468
ORR10_ORYSJ	451
ORR2_ORYSJ	1131
ORR21_ORYSI	1359
ORR21_ORYSJ	669
ORR22_ORYSI	404
ORR22_ORYSJ	548
ORR23_ORYSI	620
ORR23_ORYSJ	920
ORR24_ORYSI	695
ORR24_ORYSJ	1245
ORR26_ORYSJ	973
ORR4_ORYSJ	535
ORR6_ORYSI	625
ORR9_ORYSJ	498
ORTH2_ARATH	459
ORYA_ORYSJ	1027
OS9_ORYSJ	1196
OSB1_ARATH	476
OSB3_ARATH	344
OSGEP_DROME	470
OSGP2_ARATH	1132
OSR8_ORYSJ	420
OST1A_ORYSJ	950
OST1B_ORYSJ	514
OST3_ORYSJ	453
OST48_ORYSJ	875
OST4A_ORYSJ	398
OSTC_DROME	586
OTC_PEA	376
OTP51_ORYSJ	444
OTU_ARATH	785
OTU1_DANRE	593
OTU1_DICDI	706
OTU5A_XENLA	342
OTU6B_HUMAN	440
OTU6B_XENTR	508
OTUBL_ARATH	965
OTUD5_HUMAN	770
OTUD5_RAT	1163
OVCA2_XENTR	460
OXA1_ARATH	576
OXA1L_ARATH	535
OXR1_HUMAN	467
OXR1_XENTR	628
OXSR1_PIG	308
P1_ARATH	344
P1254_THEMA	697
P2_ARATH	464
P24B2_ARATH	726
P24B3_ARATH	938
P24D3_ARATH	546
P24D8_ARATH	526
P24D9_ARATH	520
P28_VAR67	431
P2A01_ARATH	638
P2A10_ARATH	686
P2A11_ARATH	329
P2A13_ARATH	666
P2A14_ARATH	895
P2B10_ARATH	307
P2C01_ORYSJ	920
P2C02_ORYSJ	666
P2C03_ORYSJ	470
P2C04_ORYSJ	474
P2C05_ORYSJ	1179
P2C06_ORYSJ	1007
P2C07_ORYSJ	434
P2C08_ORYSJ	480
P2C09_ORYSJ	508
P2C10_ORYSJ	711
P2C11_ORYSJ	784
P2C12_ARATH	370
P2C12_ORYSJ	1126
P2C13_ORYSJ	474
P2C14_ORYSJ	722
P2C15_ORYSJ	705
P2C19_ARATH	1125
P2C26_ORYSJ	375
P2C27_ARATH	576
P2C27_ORYSJ	1054
P2C28_ORYSJ	1088
P2C29_ORYSJ	382
P2C30_ORYSJ	476
P2C32_ORYSJ	469
P2C33_ORYSJ	1034
P2C34_ORYSJ	1300
P2C35_ORYSJ	575
P2C36_ORYSJ	508
P2C38_ORYSJ	1316
P2C39_ORYSJ	1351
P2C40_ORYSJ	1412
P2C41_ORYSJ	857
P2C44_ORYSJ	639
P2C45_ORYSJ	822
P2C47_ARATH	450
P2C47_ORYSJ	873
P2C48_ORYSJ	1029
P2C49_ORYSJ	630
P2C50_ORYSJ	915
P2C52_ORYSJ	772
P2C53_ORYSJ	604
P2C54_ORYSJ	967
P2C55_ARATH	1011
P2C56_ORYSJ	434
P2C57_ORYSJ	560
P2C58_ORYSJ	724
P2C60_ORYSJ	1320
P2C62_ORYSJ	696
P2C64_ORYSJ	423
P2C65_ORYSJ	493
P2C66_ORYSJ	581
P2C67_ORYSJ	321
P2C68_ORYSJ	594
P2C70_ARATH	699
P2C70_ORYSJ	838
P2C71_ORYSJ	541
P2C72_ORYSJ	841
P2C73_ORYSJ	549
P2C76_ORYSJ	2377
P2C79_ARATH	627
P2C80_ARATH	470
P2SAF_ARATH	592
P2SAF_ORYSJ	1390
P4H3_ARATH	706
P4H4_ARATH	526
P4H7_ARATH	651
P4H9_ARATH	519
P4KA1_ARATH	812
P4KB1_ARATH	1846
P4KB2_ARATH	371
P4KG3_ARATH	909
P4KG4_ARATH	952
P4KG5_ARATH	725
P4KG6_ARATH	1012
P4KG7_ARATH	1129
P4R3B_MOUSE	796
P5CR_ACTCH	681
P5CR_SOYBN	952
P5CR1_ARATH	362
P5CS_ORYSJ	708
P6R3B_XENLA	486
PAB2A_XENLA	1718
PABN2_ARATH	786
PABN3_ARATH	581
PABP_NEOFI	559
PABP_NEUCR	428
PABP2_ARATH	1563
PABP2_MOUSE	1490
PABP8_ARATH	951
PAC_ARATH	942
PAD4_ARATH	710
PAE10_ARATH	399
PAE2_ARATH	538
PAE3_ARATH	332
PAE5_ARATH	743
PAE8_ARATH	673
PAF1_ARATH	928
PAH1_ARATH	1312
PAH2_ARATH	819
PAHX1_ORYSJ	756
PAI1_ARATH	498
PAL1_ORYSJ	1276
PAL2_ORYSI	1287
PAL2_ORYSJ	455
PALA_CRYNJ	725
PALD_CHICK	651
PALD_DANRE	3001
PALD_HUMAN	1540
PALY_MAIZE	488
PALY_WHEAT	970
PAM68_ARATH	414
PANC_ORYSJ	635
PANK1_ORYSJ	483
PANK2_ORYSJ	757
PAO_ARATH	1103
PAO_MAIZE	884
PAO2_ARATH	1466
PAO4_ARATH	921
PAP10_ARATH	717
PAP11_ARATH	642
PAP12_ARATH	590
PAP13_ARATH	812
PAP14_ARATH	2321
PAP2_ORYSJ	1067
PAP3_BRACM	595
PAP3_ORYSJ	1170
PAP4_ARATH	855
PAP6_ARATH	1159
PAP7_ARATH	905
PAP8_ARATH	614
PAPA1_CARPA	537
PAPA3_CARPA	400
PAPD5_MOUSE	624
PAPD7_HUMAN	945
PAPD7_MOUSE	821
PAPS1_ARATH	874
PAPS2_ARATH	1270
PAPS4_ARATH	1088
PARG1_ARATH	574
PARG2_ARATH	488
PARN_ARATH	330
PARNL_ARATH	519
PARP1_MAIZE	308
PAS1_ARATH	776
PAT_PETHY	1220
PAT_PINPS	445
PAT1_ARATH	841
PATL1_DANRE	1354
PATL3_ARATH	584
PATL5_ARATH	428
PAXB1_HUMAN	910
PAXB1_MOUSE	651
PAXI1_HUMAN	379
PB27A_ARATH	774
PB27B_ARATH	412
PBS1_ARATH	860
PCF2_ORYSJ	431
PCF7_ORYSJ	338
PCFS1_ARATH	465
PCFS4_ARATH	686
PCKA_MAIZE	1393
PCKA1_UROPA	1215
PCNA_MAIZE	624
PCNA_ORYSJ	321
PCNB_HAEIN	432
PCO3_ARATH	385
PCO4_ARATH	498
PCO5_ARATH	877
PCP_BOVIN	716
PCP_ESCF3	1022
PCP_HUMAN	470
PCP_MOUSE	540
PCP_PONAB	1076
PCP_PYRFU	651
PCP_VIBVY	851
PCR8_ARATH	740
PCS1_WHEAT	505
PCYOX_ARATH	622
PD5BA_XENLA	2774
PD5BB_XENLA	1830
PDAT1_ARATH	1302
PDC2_MAIZE	350
PDC2_ORYSI	1517
PDC2_ORYSJ	832
PDCB3_ARATH	558
PDCD2_BOVIN	344
PDCD2_HUMAN	336
PDCD4_CHICK	613
PDCD4_HUMAN	889
PDCD4_MOUSE	2261
PDCL3_HUMAN	600
PDCL3_PONAB	315
PDCT2_ARATH	366
PDI_MAIZE	1109
PDI14_ORYSJ	407
PDI21_ORYSJ	658
PDI22_ORYSJ	641
PDI23_ORYSJ	1129
PDI51_ORYSJ	510
PDI52_ORYSJ	1129
PDI53_ORYSJ	674
PDI54_ORYSJ	818
PDK_ARATH	1079
PDPK1_ARATH	424
PDPK2_ARATH	345
PDR17_YEAST	773
PDR2_ARATH	915
PDRP1_MAIZE	842
PDS5A_CHICK	352
PDS5A_MOUSE	362
PDS5A_RAT	713
PDS5B_CHICK	1929
PDV1_ARATH	357
PDV2_ARATH	489
PDX11_ORYSJ	855
PDX2_ARATH	750
PDXK_ARATH	528
PE191_ARATH	853
PEAM1_ARATH	1139
PEAM2_ARATH	395
PEAM3_ARATH	336
PEAMT_SPIOL	379
PECT1_ARATH	1111
PEK10_ARATH	561
PEK11_ARATH	684
PEK13_ARATH	359
PEK14_ARATH	321
PEL1_ARATH	1121
PEN2_ARATH	428
PEP_ARATH	771
PEPD_DICDI	496
PEPD_MOUSE	644
PEPD_PONAB	311
PEPD_RAT	749
PEPK2_ARATH	647
PEPR1_ARATH	459
PEPR2_ARATH	410
PER1_ARAHY	399
PER1_MAIZE	472
PER1_ORYSJ	932
PER12_ARATH	774
PER15_IPOBA	425
PER16_ARATH	423
PER17_ARATH	499
PER2_MAIZE	1003
PER21_ARATH	514
PER25_ARATH	391
PER35_ARATH	358
PER42_MAIZE	597
PER45_ARATH	510
PER5_VITVI	438
PER50_ARATH	418
PER54_ARATH	456
PER58_ARATH	322
PER66_MAIZE	312
PER67_ARATH	311
PER68_ARATH	303
PER70_MAIZE	590
PER71_ARATH	338
PERK1_ARATH	774
PERK4_ARATH	695
PERK8_ARATH	761
PERK9_ARATH	1323
PERP7_BRARR	525
PERQ2_MOUSE	517
PERQ2_XENLA	1392
PERR_RAUSE	438
PERX_LUPPO	586
PESC_CHLRE	351
PESC_NEMVE	1583
PETD_SACOF	867
PETG_WHEAT	632
PEX1_ARATH	739
PEX10_ARATH	936
PEX12_ARATH	475
PEX13_ARATH	662
PEX14_ARATH	999
PEX16_ARATH	870
PEX2_ARATH	750
PEX22_ARATH	842
PEX32_ARATH	806
PEX4_ARATH	631
PEX5_ARATH	1272
PEX6_ARATH	725
PEX7_ARATH	534
PFBS_ARATH	780
PFD1_BOVIN	553
PFD1_MOUSE	392
PFD2_ARATH	542
PFD3_ARATH	491
PFD4_AVEFA	596
PFD5_ARATH	585
PFD6_MOUSE	619
PFKA1_ARATH	339
PFKA2_ARATH	678
PFKA3_ARATH	1122
PFKA4_ARATH	459
PFKA5_ARATH	691
PFKA6_ARATH	865
PFKA7_ARATH	837
PFPA_RICCO	799
PFPA_SOLTU	327
PFPB_RICCO	1261
PFPB2_ARATH	518
PGAP3_DANRE	856
PGAP3_MOUSE	710
PGAP3_XENTR	530
PGDH_CAVPO	591
PGDH_MOUSE	533
PGES2_BOVIN	330
PGES2_DANRE	462
PGK_PORGI	314
PGK_WOLWR	363
PGK2_PYRFU	771
PGKH_TOBAC	689
PGKH_WHEAT	779
PGKH1_ARATH	618
PGKY_TOBAC	382
PGKY_WHEAT	1212
PGL1A_ARATH	823
PGL1B_ARATH	1014
PGLR_OENOR	444
PGLR_VITVI	642
PGLR4_ARATH	366
PGLR5_ARATH	475
PGLT1_BOVIN	678
PGLT1_HUMAN	516
PGLT1_MOUSE	458
PGM_ARATH	1151
PGMB_ECOLI	924
PGMC1_MAIZE	458
PGMC2_MAIZE	2252
PGML1_ARATH	902
PGML4_ARATH	770
PGMP_PEA	1271
PGP1B_ARATH	895
PGP2_ARATH	727
PGPS1_ORYSJ	729
PGR5_ARATH	830
PGT2_LITER	359
PGTA_PIG	567
PGTA_PONAB	1126
PGTA_RAT	334
PGTB1_ARATH	704
PGTB2_DICDI	361
PGTB2_HUMAN	510
PGTB2_RAT	723
PH1_ARATH	649
PHB1_ARATH	391
PHB2_ARATH	693
PHB3_ARATH	983
PHF1_ARATH	818
PHF3_HUMAN	1493
PHF5B_ARATH	521
PHIP_MOUSE	892
PHL1_ARATH	1017
PHL11_ARATH	358
PHO11_ORYSJ	345
PHO13_ORYSJ	1227
PHOT2_ORYSJ	1405
PHP1_ORYSJ	475
PHP2_ORYSJ	722
PHP5_ORYSJ	720
PHR_ORYSJ	898
PHR2_ARATH	1160
PHRF1_MOUSE	945
PHS_SACD2	474
PHS2_ARATH	402
PHSB_ARATH	738
PHSC_ARATH	459
PHSD_ARATH	663
PHSH_WHEAT	1512
PHSL_IPOBA	383
PHSL_VICFA	2538
PHSL2_SOLTU	710
PHT15_ORYSJ	361
PHT18_ORYSJ	1291
PHT1A_ORYSJ	2182
PHT21_ARATH	1024
PHT41_ORYSJ	942
PHT43_ORYSJ	311
PHT44_ORYSJ	2312
PHT45_ORYSJ	424
PHT47_ORYSJ	814
PHYA_SORBI	1021
PHYB_SORBI	1117
PHYC_ORYSI	359
PHYC_SORBI	656
PHYK_MAIZE	877
PHYK2_ORYSJ	555
PHYLO_ARATH	423
PI3K_ARATH	423
PI3K1_SOYBN	668
PI3K2_SOYBN	370
PI3R4_MOUSE	1095
PI3R4_PONAB	715
PI5K1_ARATH	311
PI5K1_ORYSJ	566
PI5K2_ARATH	391
PI5K5_ARATH	479
PI5K8_ARATH	662
PI5K9_ARATH	1543
PIAL1_ARATH	303
PIAL2_ARATH	355
PIE1_ARATH	742
PIEZO_ARATH	541
PIF1_ARATH	311
PIF1_EMENI	388
PIF3_ARATH	746
PIF5_ARATH	1669
PIGA_HUMAN	517
PIGA_MOUSE	695
PIGB_MOUSE	484
PIGC_DICDI	481
PIGL_DICDI	427
PIGM_ARATH	566
PIGP_ARATH	377
PIGQ_MOUSE	921
PIGS_BOVIN	488
PIGS_HUMAN	335
PIGS_SCHPO	522
PIGT_HUMAN	678
PIGU_HUMAN	760
PIGV_MOUSE	487
PILR3_ARATH	493
PIMT_WHEAT	433
PIMT1_ARATH	698
PIN1_ARATH	525
PIN1_MALDO	466
PIN1_ORYSJ	621
PIN1C_ORYSJ	347
PIN4_MOUSE	804
PIN6_ORYSJ	430
PINX1_MOUSE	1006
PIP_AERSO	513
PIP_ARATH	521
PIP12_MAIZE	1195
PIP13_MAIZE	337
PIP15_MAIZE	388
PIP21_MAIZE	602
PIP23_MAIZE	327
PIP23_ORYSJ	658
PIP24_MAIZE	453
PIP26_MAIZE	442
PIP27_ORYSJ	1081
PIPNA_MOUSE	1240
PIR_ARATH	508
PIR7A_ORYSJ	597
PIRL_SOLLC	422
PIRL1_ORYSJ	744
PIRL2_ORYSJ	436
PIRL3_ARATH	572
PIRL3_ORYSJ	570
PIRL4_ORYSJ	557
PIRL5_ORYSJ	743
PIRL6_ORYSJ	482
PIRL7_ORYSJ	391
PIRL8_ARATH	468
PIRL8_ORYSJ	549
PIS1_ARATH	631
PIS2_ARATH	420
PITH1_ARATH	512
PITH1_HUMAN	897
PITP1_DICDI	1166
PK01_HELAN	384
PK1IP_XENLA	838
PKL_ARATH	1166
PKP2_ARATH	624
PLA1_PLAAC	898
PLA14_ARATH	535
PLA21_ORYSJ	392
PLA5_ORYSI	645
PLA5_ORYSJ	400
PLAP_MOUSE	1462
PLAS_ORYSJ	946
PLC_LISMO	619
PLCD2_ARATH	888
PLCD4_ARATH	399
PLCD5_ARATH	378
PLCD6_ARATH	525
PLCD7_ARATH	536
PLD3_XENLA	344
PLDA1_MAIZE	995
PLDA2_ORYSJ	562
PLDA4_ARATH	496
PLDB1_ARATH	450
PLDB2_ARATH	522
PLDD1_ARATH	918
PLDG1_ARATH	372
PLDL_CAEEL	335
PLDZ1_ARATH	580
PLDZ2_ARATH	484
PLET2_ARATH	527
PLGG1_ARATH	868
PLI2C_ARATH	732
PLP1_ORYSI	343
PLP2_ARATH	336
PLP3_ARATH	324
PLP3_ORYSJ	555
PLP3B_ARATH	544
PLPD1_ARATH	720
PLPD2_ARATH	404
PLPL3_HUMAN	602
PLPL4_HUMAN	885
PLR1_ARATH	739
PLSB_ARATH	409
PLSB_CUCSA	494
PLSB_PHAVU	651
PLSB_SPIOL	374
PLSP1_ARATH	662
PLST1_ARATH	662
PLST2_ARATH	1355
PLST3_ARATH	919
PLST4_ARATH	863
PLT1_ARATH	481
PLT2_ARATH	615
PLT5_ARATH	829
PLT6_ARATH	490
PLY21_ARATH	958
PLY4_ARATH	531
PLZ12_LUPPO	497
PMA1_NICPL	1086
PMA1_ORYSJ	1782
PMA1_SOLLC	396
PMA10_ARATH	443
PMA11_ARATH	480
PMA2_SOLLC	975
PMA3_NICPL	1064
PMA4_NICPL	318
PMA7_ARATH	412
PMA9_ARATH	355
PMAT2_ARATH	2085
PME31_ARATH	678
PME51_ARATH	496
PME64_ARATH	329
PMGI_MAIZE	841
PMGT2_TETNG	938
PMGT2_XENLA	733
PMI15_ARATH	1374
PMI2_ARATH	1634
PMK_ARATH	636
PMM_ORYSJ	622
PMP22_ARATH	627
PMS1_ARATH	385
PMS1_DICDI	403
PMT1_ARATH	1336
PMT1M_SCHPO	314
PMT2_ARATH	824
PMT7_ARATH	537
