group	ange-pval	ange-count	ange-count	sorgh-pval	sorgh-count	sorgh-count
NNJA8_MAIZE	0.380596162	6	6	0.103029954	6	6
NNRD_SORBI	0.376073578	2	2	0.725027216	1	1
NO93_SOYBN	0.000570695	7	7	0.533894904	2	2
NOB1_BOVIN	0.86146197	1	1	0.22129385	5	5
NOC2L_ARATH	1	2	2	NA	NA	NA
NOC2L_ORYSJ	0.15684248	8	8	0.465321629	2	2
NOC3L_DANRE	0.746413634	1	1	0.933260098	1	1
NOC3L_DROME	0.830903023	1	1	NA	NA	NA
NOC4B_XENLA	0.867136486	2	2	0.70884423	1	1
NOC4L_RAT	0.895324062	1	1	0.340558222	1	1
NOG1_ARATH	0.220040989	8	8	0.202267086	3	3
NOG1_HUMAN	0.899398811	1	1	NA	NA	NA
NOL_ORYSJ	0.694049346	1	1	NA	NA	NA
NOL10_DANRE	0.438295094	1	1	NA	NA	NA
NOL10_HUMAN	1	1	1	NA	NA	NA
NOL10_XENTR	0.527297169	2	2	NA	NA	NA
NOL6_HUMAN	0.799956779	1	1	NA	NA	NA
NOL6_XENLA	0.456707913	3	3	0.379148136	2	2
NOL9_ARATH	0.333888356	3	3	1	1	1
NOLC1_HUMAN	0.516615865	2	2	0.396018352	1	1
NOM1_HUMAN	0.625387207	1	1	NA	NA	NA
NOMO1_MOUSE	0.470284013	2	2	0.444982411	1	1
NOMO3_HUMAN	0.791688666	2	2	0.10192287	4	4
NOMT_ORYSJ	0.665318788	1	1	NA	NA	NA
NOP10_ARATH	0.175759838	3	3	0.676824139	1	1
NOP10_DROME	0.434841653	1	1	NA	NA	NA
NOP12_DEBHA	0.382886141	1	1	NA	NA	NA
NOP14_HUMAN	0.656496353	1	1	0.586365735	1	1
NOP14_MOUSE	0.355138244	1	1	0.715366261	4	4
NOP14_SCHPO	0.804938818	1	1	NA	NA	NA
NOP16_COCIM	0.516407882	1	1	NA	NA	NA
NOP2_HUMAN	0.32529693	3	3	0.696565338	2	2
NOP56_HUMAN	1	1	1	0.391842626	3	3
NOP56_MACFA	0.971492924	1	1	NA	NA	NA
NOP56_PONAB	0.827482963	1	1	NA	NA	NA
NOP56_SCHPO	0.540415036	3	3	0.469834148	1	1
NOP5A_ARATH	0.296474316	7	7	0.668250556	3	3
NOP5B_ARATH	0.177180211	3	3	0.184347871	5	5
NOS_ORYSJ	0.710071206	2	2	0.509172777	3	3
NOSIP_XENLA	0.863861497	1	1	0.331118101	1	1
NOT4_YEAST	0.644040504	1	1	0.784186116	2	2
NP214_ARATH	0.224485207	4	4	0.313963684	3	3
NP5_HUMAN	0.410057855	1	1	0.730100355	1	1
NP93A_ARATH	0.569532662	4	4	0.348591581	10	10
NPC1_ARATH	0.676750391	4	4	0.828468325	6	6
NPC1_HUMAN	0.415990309	2	2	NA	NA	NA
NPC1_MOUSE	0.896379415	1	1	0.467748913	2	2
NPC1_PIG	0.132220001	4	4	0.003840472	2	2
NPC2_ARATH	0.083727582	2	2	0.3132563	2	2
NPC2_ARTBC	0.61702941	1	1	0.961282878	1	1
NPC2_ASPOR	0.6330646	2	2	0.905519907	1	1
NPC6_ARATH	0.456543687	1	1	NA	NA	NA
NPH3_ORYSJ	0.494791309	6	6	NA	NA	NA
NPHP3_HUMAN	0.374899449	2	2	0.208791628	1	1
NPHP3_XENTR	0.406908416	1	1	NA	NA	NA
NPL4_ORYSJ	0.584966041	4	4	0.836777672	2	2
NPR3_ARATH	0.240843217	7	7	0.254024586	5	5
NPR4_ARATH	0.202227899	2	2	0.353580134	1	1
NPRT1_ARATH	0.540982982	3	3	0.304726944	4	4
NPRT2_ARATH	0.544684696	3	3	0.020288138	9	9
NPS11_ARATH	0.655270572	2	2	0.900283501	1	1
NPS12_ARATH	0.853924743	1	1	NA	NA	NA
NPS13_ARATH	0.082775218	5	5	0.524040534	4	4
NPY1_ARATH	0.264322347	5	5	0.383737856	2	2
NPY2_ARATH	0.522423646	4	4	0.395382136	3	3
NPY5_ARATH	0.091099019	6	6	0.413266246	3	3
NQOR_HALHL	0.809811599	1	1	NA	NA	NA
NQR1_ORYSJ	0.065249524	3	3	0.74669564	1	1
NQR2_ORYSJ	0.235568491	4	4	0.56781996	4	4
NRAM1_ORYSJ	0.000145063	3	3	0.004279236	3	3
NRAM2_ORYSJ	0.007974139	3	3	0.003105306	4	4
NRAM3_ORYSJ	0.382715006	2	2	0.083394364	5	5
NRAM5_ORYSJ	1	1	1	NA	NA	NA
NRAM6_ORYSJ	0.190775431	1	1	0.731139549	1	1
NRAT1_ORYSJ	0.784611683	1	1	1	2	2
NRDC_HUMAN	0.659878961	1	1	NA	NA	NA
NRDE2_HUMAN	0.772402378	3	3	0.959861821	1	1
NRDE2_MOUSE	0.70149115	2	2	0.853698718	1	1
NRL4_ORYSJ	0.091193775	11	11	0.017336221	15	15
NRL4A_LUPAN	0.264362361	3	3	NA	NA	NA
NRL4B_TOBAC	0.723432527	1	1	NA	NA	NA
NRP1_ORYSJ	0.686391037	2	2	0.095126776	4	4
NRP2_ORYSI	0.904492503	1	1	0.931379768	1	1
NRPA1_ARATH	0.241701534	5	5	0.055300818	9	9
NRPA2_ARATH	0.481639679	3	3	0.488231057	2	2
NRPB1_ARATH	0.241365719	9	9	0.104462309	8	8
NRPB2_ARATH	0.187342604	1	1	0.412074345	3	3
NRPB3_ARATH	0.345366244	2	2	0.417478839	4	4
NRPB4_ARATH	0.406163508	5	5	0.082899483	4	4
NRPBA_ARATH	0.278659918	4	4	0.781003738	2	2
NRPBB_ARATH	0.382400322	4	4	0.235251441	3	3
NRPBC_ARATH	0.242236784	2	2	0.129846124	2	2
NRPC1_ARATH	0.458475569	4	4	0.878845313	2	2
NRPC2_ARATH	0.550519811	1	1	NA	NA	NA
NRPD1_ARATH	0.480873545	2	2	NA	NA	NA
NRPD2_ARATH	0.397884727	3	3	0.065822884	5	5
NRPD4_ARATH	0.00598112	3	3	0.116238693	3	3
NRPE1_ARATH	0.106953636	12	12	0.421054691	6	6
NRPE7_ARATH	0.651274433	3	3	0.193254209	2	2
NRT23_ORYSJ	0.419255634	3	3	0.358011494	3	3
NRX11_ORYSJ	0.104542448	6	6	0.333419619	5	5
NRX12_ORYSJ	0.415593991	1	1	0.441284325	1	1
NRX2_ORYSJ	0.049726678	1	1	0.704274714	1	1
NRX3_ARATH	0.034812925	2	2	NA	NA	NA
NRX3_ORYSJ	0.384741076	4	4	0.859866487	1	1
NSA2_DICDI	0.201868943	5	5	0.614798821	2	2
NSE1_PONAB	0.437714449	1	1	0.804517538	1	1
NSE2_ARATH	0.746441993	1	1	NA	NA	NA
NSE4A_ARATH	0.601356129	1	1	0.188285675	2	2
NSF_ARATH	0.352384208	8	8	0.103048948	4	4
NSI_ORYSJ	0.122058619	5	5	0.09658819	7	7
NSN1_ARATH	0.466220804	3	3	0.561886252	2	2
NSP5_ARATH	0.194196117	1	1	0.35955232	2	2
NSRP1_MOUSE	0.23870833	2	2	0.138196035	2	2
NSUN2_CHICK	0.095081278	3	3	0.816980827	1	1
NSUN2_HUMAN	0.828738233	1	1	NA	NA	NA
NSUN2_MOUSE	0.8343459	1	1	0.351766827	1	1
NSUN2_XENLA	0.660940033	2	2	NA	NA	NA
NSUN6_MOUSE	0.875004766	2	2	0.613015497	3	3
NT101_ARATH	0.080720628	4	4	0.20097013	3	3
NT102_ARATH	0.732551136	1	1	0.628808999	2	2
NT5D_DICDI	0.12415031	3	3	0.720570211	2	2
NTAN1_MOUSE	0.454939049	4	4	0.675725868	1	1
NTF2_ORYSJ	0.316848457	2	2	0.414365678	2	2
NTH1_ARATH	1	1	1	0.529430821	2	2
NTKL_XENTR	0.782144392	1	1	0.764892028	1	1
NTM1_ORYSI	1	1	1	0.572866571	1	1
NTO1_YEAST	0.110501923	8	8	0.357730851	5	5
NTRA_ORYSJ	0.816114671	4	4	0.553603392	4	4
NTRB_ORYSJ	0.396070131	3	3	0.043602936	3	3
NTRC_ORYSJ	0.533853002	2	2	0.04987353	3	3
NU107_ARATH	0.807993419	2	2	NA	NA	NA
NU133_ARATH	0.351124237	8	8	0.631196882	5	5
NU155_ARATH	0.335645916	4	4	0.24860178	7	7
NU160_ARATH	0.238152455	6	6	0.249456598	1	1
NU1C_SACOF	0.356392827	1	1	NA	NA	NA
NU205_ARATH	0.150833127	12	12	0.074117582	9	9
NU2C2_MAIZE	0.646841386	1	1	NA	NA	NA
NU2C2_ORYSJ	1	1	1	NA	NA	NA
NU2M_BETVU	0.92079134	2	2	0.358862118	2	2
NU4C_SACHY	0.003803172	2	2	0.187287207	3	3
NU50A_ARATH	0.406527316	6	6	0.701567455	3	3
NU50B_ARATH	0.402652065	3	3	0.295554221	4	4
NU98A_ARATH	0.184633891	18	18	0.178956142	16	16
NU98B_ARATH	0.053309738	6	6	0.80099283	1	1
NUA_ARATH	0.063965748	10	10	0.149585337	8	8
NUB1_HUMAN	0.354265709	1	1	NA	NA	NA
NUBPL_MOUSE	0.858598848	1	1	NA	NA	NA
NUCL1_ORYSJ	0.660473173	3	3	0.209918148	3	3
NUCL2_ORYSJ	0.440249874	7	7	0.024279037	8	8
NUD14_ARATH	0.051348477	4	4	0.079660934	3	3
NUD15_ARATH	0.198822368	5	5	0.38893064	3	3
NUD16_ARATH	0.000840627	5	5	0.3929799	2	2
NUD18_ARATH	0.05768913	3	3	0.018255051	6	6
NUD19_ARATH	0.103030888	2	2	0.542700711	2	2
NUD20_ARATH	0.440074661	2	2	0.767473021	1	1
NUD21_ARATH	0.394438724	5	5	0.01049538	9	9
NUD23_ARATH	0.033994632	5	5	0.402746695	4	4
NUD26_ARATH	0.551170184	6	6	0.324110091	4	4
NUDC2_MOUSE	0.480685384	2	2	0.839597671	1	1
NUDC2_RAT	0.93486916	1	1	0.618010513	1	1
NUDT2_ARATH	0.146964275	1	1	0.323008366	2	2
NUDT3_ARATH	0.377074233	4	4	0.983049004	2	2
NUDT8_ARATH	0.201899397	3	3	0.140132885	4	4
NUDT9_ARATH	0.658381864	1	1	0.718667505	3	3
NUG2_ORYSI	0.255077548	1	1	0.978040589	1	1
NUG2_ORYSJ	0.86795677	1	1	NA	NA	NA
NUP1_ARATH	0.316845801	2	2	0.650845253	2	2
NUP35_ARATH	0.262401138	4	4	1	1	1
NUP43_ARATH	0.73303974	1	1	NA	NA	NA
NUP54_ARATH	0.309279051	3	3	NA	NA	NA
NUP58_ARATH	0.226361382	2	2	0.407475471	1	1
NUP62_ARATH	0.238672113	2	2	0.827149396	1	1
NUP85_ARATH	0.512425265	2	2	0.069085224	2	2
NUP88_ARATH	0.302748072	4	4	0.636388411	2	2
NUP96_ARATH	0.514881969	6	6	0.633274246	4	4
NUSB_CALS4	0.792768087	1	1	0.11145789	3	3
NUSG_THET8	0.480452569	2	2	NA	NA	NA
NYC1_ORYSJ	0.687285332	3	3	0.801802782	2	2
OAT_ORYSJ	0.754471593	2	2	0.209987659	4	4
OBE2_ARATH	0.709612359	3	3	NA	NA	NA
OBE3_ARATH	0.125563437	6	6	0.438755598	5	5
OBE4_ARATH	0.287878673	5	5	0.461349059	3	3
OBGC1_ORYSJ	0.145131304	5	5	0.286688687	4	4
OBGC2_ORYSJ	0.418151177	3	3	0.040481233	2	2
OBGM_ORYSJ	0.832294737	2	2	NA	NA	NA
OCLOT_ORYSJ	0.401130034	3	3	0.057673967	6	6
OCP3_ARATH	0.723726263	3	3	0.87203626	1	1
OCS1_MAIZE	0.007055292	25	25	0.062419397	18	18
OCT7_ARATH	0.066449997	20	20	0.100569935	16	16
ODB2_ARATH	0.481585849	1	1	0.274567097	1	1
ODBA1_ARATH	0.260838912	3	3	0.278597305	2	2
ODBA2_ARATH	0.491335838	2	2	0.655351825	2	2
ODBB1_ARATH	0.259260967	2	2	0.66533503	1	1
ODO1_DICDI	0.049580242	7	7	0.390161531	2	2
ODO1_PETHY	0.605981361	2	2	NA	NA	NA
ODO1_SCHPO	0.434053852	3	3	0.219746541	2	2
ODO1_XENLA	0.277160833	2	2	0.32630214	2	2
ODO1_YEAST	0.934813689	1	1	NA	NA	NA
ODO2A_ARATH	0.55409965	3	3	0.740955752	2	2
ODP21_ARATH	0.599616333	4	4	0.394242779	2	2
ODP22_ARATH	0.193818493	2	2	0.479761519	3	3
ODP23_ARATH	0.656617133	1	1	NA	NA	NA
ODP24_ARATH	0.279583557	3	3	0.0836745	2	2
ODP25_ARATH	0.791577139	1	1	NA	NA	NA
ODPA1_ORYSJ	0.433122488	5	5	0.165823026	6	6
ODPA3_ARATH	0.412228031	2	2	NA	NA	NA
ODPA3_ORYSJ	0.09464974	4	4	0.214661162	5	5
ODPB1_ORYSJ	0.255526633	6	6	0.421784085	6	6
ODPB2_ORYSJ	0.819249067	3	3	0.502623553	4	4
ODPB3_ORYSJ	0.175323219	6	6	0.007235435	3	3
ODPB4_ORYSJ	0.510947955	1	1	NA	NA	NA
OE64C_ARATH	0.950285925	1	1	1	1	1
OE64M_ARATH	1	1	1	NA	NA	NA
OEP21_ORYSJ	0.361987149	3	3	0.752949253	1	1
OEP24_ORYSI	0.009016828	6	6	0.144121863	4	4
OEP24_ORYSJ	0.690775635	1	1	0.350889703	2	2
OEP37_ARATH	0.074731017	6	6	0.269556094	3	3
OEP37_PEA	0.442840686	2	2	0.479219059	4	4
OEP61_ARATH	0.212828149	4	4	0.190592934	6	6
OEP7_ARATH	0.973472055	1	1	0.742987022	1	1
OEP80_ORYSI	0.824414904	1	1	0.348356945	3	3
OEP80_ORYSJ	0.621027241	2	2	NA	NA	NA
OFP6_ARATH	0.015503413	3	3	0.007820196	2	2
OFP9_ARATH	0.417371277	2	2	NA	NA	NA
OGG1_ARATH	1	1	1	NA	NA	NA
OGT1_HUMAN	0.783593374	1	1	NA	NA	NA
OHK3_ORYSI	0.008761573	7	7	0.453304407	5	5
OHK3_ORYSJ	0.798868795	1	1	0.122693706	1	1
OHK4_ORYSJ	0.056451917	7	7	0.428697606	11	11
OHK6_ORYSJ	0.280692833	10	10	0.232420221	8	8
OHP1_ORYSJ	0.524685858	3	3	0.527635127	3	3
OHP2_ORYSJ	0.538815994	4	4	0.357768937	3	3
OLA1_ORYSJ	0.399465833	4	4	0.30943285	3	3
OLP1_SOLLC	0.65213127	2	2	0.777127884	1	1
OMA1_SCHPO	0.009610389	2	2	NA	NA	NA
OMA1_YEAST	0.143105805	2	2	0.372752226	1	1
OML2_ORYSJ	0.264181997	5	5	0.467705595	4	4
OML3_ORYSJ	0.395221053	3	3	0.678326147	2	2
OML4_ORYSJ	0.157375643	17	17	0.30125415	15	15
OMT1_SORBI	0.855722314	1	1	0.702178642	1	1
OMT15_ORYSJ	0.254340785	2	2	NA	NA	NA
OMT17_ORYSJ	0.706587502	1	1	0.381141579	1	1
OMT2_SORBI	0.087741025	2	2	0.163603933	4	4
OMT3_SORBI	0.000274042	11	11	0.046691847	5	5
OMT8_MAIZE	0.680843479	1	1	NA	NA	NA
OOPDA_ARATH	0.819093822	1	1	0.758634922	6	6
OP161_ARATH	0.238407965	5	5	0.501892851	2	2
OP163_ARATH	0.474792209	4	4	0.851685181	4	4
OPA3_SCHPO	0.555645878	2	2	0.907903768	1	1
OPLA_ARATH	0.214753234	6	6	1	2	2
OPR1_ORYSJ	0.350395064	2	2	0.405364107	2	2
OPR11_ORYSJ	0.268252692	3	3	0.405483525	1	1
OPR2_ORYSJ	0.546270542	3	3	0.799453025	1	1
OPR7_ORYSJ	0.410266154	3	3	0.430319845	3	3
OPT3_ARATH	0.002145204	1	1	0.00237673	1	1
OPT4_ARATH	0.068143341	3	3	1	1	1
OPT6_ARATH	0.092971762	1	1	1	1	1
OPT7_ARATH	0.58224791	3	3	0.688083062	1	1
ORAV1_MOUSE	0.066863624	3	3	0.464291925	2	2
ORC2_ORYSJ	0.198120662	2	2	0.32753709	1	1
ORC3_ORYSJ	0.279521845	3	3	0.497351498	1	1
ORC4_ORYSJ	0.042308312	1	1	0.080756931	3	3
ORG2_ARATH	4.52E-06	2	2	0.078719087	1	1
ORML1_XENLA	0.155194731	3	3	0.612352319	1	1
ORN_ARATH	0.811003581	3	3	0.822089157	2	2
ORP1C_ARATH	0.624730523	4	4	0.326993283	2	2
ORP2A_ARATH	0.285297905	5	5	0.426702928	3	3
ORP2B_ARATH	0.838053388	1	1	NA	NA	NA
ORP3A_ARATH	0.972258227	1	1	NA	NA	NA
ORP3B_ARATH	0.749336895	2	2	NA	NA	NA
ORR1_ORYSJ	0.228681584	3	3	NA	NA	NA
ORR10_ORYSJ	0.172874282	3	3	0.125679212	5	5
ORR2_ORYSJ	0.010690436	9	9	0.470218697	4	4
ORR21_ORYSI	0.399698582	2	2	0.289871896	2	2
ORR21_ORYSJ	0.4643828	4	4	0.369225046	2	2
ORR22_ORYSI	0.881277566	1	1	0.559926123	4	4
ORR22_ORYSJ	0.380746409	3	3	0.207674184	2	2
ORR23_ORYSI	0.761710954	2	2	0.790738553	1	1
ORR23_ORYSJ	0.217987029	7	7	0.57732848	4	4
ORR24_ORYSI	0.727329564	3	3	0.277243511	2	2
ORR24_ORYSJ	0.421096191	3	3	0.062117937	2	2
ORR26_ORYSJ	0.467551108	4	4	0.238680887	3	3
ORR4_ORYSJ	0.218709976	3	3	0.215503167	4	4
ORR6_ORYSI	0.541855331	5	5	0.816742653	2	2
ORR9_ORYSJ	0.170835295	6	6	0.05606631	10	10
ORTH2_ARATH	0.09933332	1	1	NA	NA	NA
ORYA_ORYSJ	0.002944132	10	10	0.828660154	5	5
OS9_ORYSJ	0.573030832	2	2	0.372890713	3	3
OSB1_ARATH	0.84407469	2	2	0.019029485	2	2
OSB3_ARATH	0.164818178	2	2	NA	NA	NA
OSGEP_DROME	0.234312464	2	2	0.935566635	1	1
OSGP2_ARATH	0.1491469	7	7	0.057455903	5	5
OSR8_ORYSJ	0.126587077	5	5	0.173138586	5	5
OST1A_ORYSJ	0.859337658	1	1	0.302362224	4	4
OST1B_ORYSJ	0.175959256	15	15	0.29641154	4	4
OST3_ORYSJ	0.420489251	2	2	0.615588907	2	2
OST48_ORYSJ	0.660230297	4	4	0.243994217	4	4
OST4A_ORYSJ	0.371899647	3	3	0.771789671	2	2
OSTC_DROME	0.43705767	2	2	NA	NA	NA
OTC_PEA	0.730867173	3	3	0.497439212	3	3
OTP51_ORYSJ	0.399505963	3	3	1	1	1
OTU_ARATH	0.241113825	6	6	0.684341237	8	8
OTU1_DANRE	0.220967191	2	2	0.648155385	2	2
OTU1_DICDI	0.948706569	1	1	NA	NA	NA
OTU6B_HUMAN	0.257665904	1	1	NA	NA	NA
OTU6B_XENTR	0.390357482	2	2	0.654469557	1	1
OTUBL_ARATH	0.767520647	2	2	0.268179743	3	3
OTUD5_HUMAN	0.947218237	1	1	NA	NA	NA
OTUD5_RAT	0.818932454	1	1	0.99432502	1	1
OVCA2_XENTR	0.212284089	2	2	NA	NA	NA
OXA1_ARATH	0.240482504	3	3	0.481248858	2	2
OXA1L_ARATH	0.001412426	3	3	0.511757958	1	1
OXR1_HUMAN	0.75624537	1	1	NA	NA	NA
OXR1_XENTR	0.559681239	2	2	NA	NA	NA
OXSR1_PIG	0.61368719	1	1	NA	NA	NA
P1254_THEMA	0.314851714	3	3	NA	NA	NA
P2_ARATH	0.374257991	4	4	NA	NA	NA
P24B2_ARATH	0.330107287	4	4	0.319781517	3	3
P24B3_ARATH	0.803829083	1	1	0.74491512	1	1
P24D3_ARATH	0.141615309	5	5	0.210970866	5	5
P24D8_ARATH	0.840522404	1	1	0.394917611	1	1
P28_VAR67	0.7341884	1	1	NA	NA	NA
P2A01_ARATH	0.151497323	4	4	0.003436378	4	4
P2A10_ARATH	0.606669058	2	2	0.871028513	1	1
P2A11_ARATH	1	1	1	NA	NA	NA
P2A13_ARATH	0.152684877	7	7	0.086890058	10	10
P2A14_ARATH	0.724621076	1	1	NA	NA	NA
P2C01_ORYSJ	2.69E-05	6	6	0.630296688	1	1
P2C02_ORYSJ	0.279495527	5	5	0.304332976	6	6
P2C03_ORYSJ	0.42648136	2	2	NA	NA	NA
P2C04_ORYSJ	0.588445011	4	4	0.851828939	5	5
P2C05_ORYSJ	0.737178753	2	2	0.426883078	2	2
P2C06_ORYSJ	0.008584639	6	6	0.245851482	4	4
P2C07_ORYSJ	0.437285122	1	1	NA	NA	NA
P2C08_ORYSJ	0.745001937	2	2	0.8345705	1	1
P2C09_ORYSJ	0.179728348	4	4	0.115906465	4	4
P2C10_ORYSJ	0.216697701	10	10	0.612493641	6	6
P2C11_ORYSJ	0.020358395	4	4	0.165693998	5	5
P2C12_ARATH	0.785143081	2	2	0.18918415	2	2
P2C12_ORYSJ	0.64871572	9	9	0.401781592	5	5
P2C13_ORYSJ	1	1	1	0.459013822	2	2
P2C14_ORYSJ	0.084065174	7	7	0.240609869	2	2
P2C15_ORYSJ	0.701747132	3	3	0.964526446	2	2
P2C19_ARATH	0.446393985	8	8	0.458656646	11	11
P2C26_ORYSJ	0.167843491	1	1	NA	NA	NA
P2C27_ARATH	0.324342636	2	2	0.805212532	1	1
P2C27_ORYSJ	0.316546358	6	6	0.32424782	4	4
P2C28_ORYSJ	0.158518737	5	5	0.192448882	3	3
P2C30_ORYSJ	1	1	1	0.269257909	2	2
P2C32_ORYSJ	0.081303997	6	6	0.233239001	4	4
P2C33_ORYSJ	0.797856769	4	4	0.088785464	2	2
P2C34_ORYSJ	6.20E-05	9	9	0.364281175	4	4
P2C35_ORYSJ	0.077864203	4	4	0.749172756	2	2
P2C36_ORYSJ	0.288608789	2	2	0.535236803	2	2
P2C38_ORYSJ	0.124426188	3	3	0.548776591	3	3
P2C39_ORYSJ	0.390924046	6	6	0.485263867	3	3
P2C40_ORYSJ	0.218463755	3	3	0.418581465	3	3
P2C41_ORYSJ	0.168084363	4	4	0.255808261	6	6
P2C44_ORYSJ	0.027207707	14	14	0.134994712	9	9
P2C45_ORYSJ	0.154700334	5	5	0.06853115	6	6
P2C47_ARATH	0.930674243	1	1	1	1	1
P2C47_ORYSJ	0.601260223	5	5	0.661668121	2	2
P2C48_ORYSJ	0.400605539	5	5	0.241470263	2	2
P2C49_ORYSJ	0.235921938	4	4	0.228391699	5	5
P2C50_ORYSJ	0.320687924	3	3	0.680770889	3	3
P2C52_ORYSJ	0.870635506	1	1	0.418697596	3	3
P2C53_ORYSJ	0.007194647	3	3	0.409873653	4	4
P2C54_ORYSJ	0.038252738	2	2	0.634620616	1	1
P2C55_ARATH	0.298183387	3	3	0.248279458	5	5
P2C56_ORYSJ	0.406015865	2	2	NA	NA	NA
P2C57_ORYSJ	0.284393523	3	3	0.378251465	3	3
P2C58_ORYSJ	0.084789322	12	12	0.227717693	4	4
P2C60_ORYSJ	0.264634329	4	4	0.54977724	3	3
P2C62_ORYSJ	0.13362229	6	6	0.541294025	3	3
P2C64_ORYSJ	0.420085194	4	4	0.606409896	3	3
P2C65_ORYSJ	0.502377567	2	2	1	1	1
P2C66_ORYSJ	0.106984769	4	4	0.426349737	2	2
P2C67_ORYSJ	0.918051744	1	1	NA	NA	NA
P2C68_ORYSJ	0.06192946	2	2	0.567707425	2	2
P2C70_ARATH	0.262328415	3	3	0.605288482	4	4
P2C70_ORYSJ	0.049480182	6	6	0.591346467	5	5
P2C71_ORYSJ	0.318389354	3	3	0.304146782	3	3
P2C72_ORYSJ	0.384135987	3	3	0.872494071	1	1
P2C73_ORYSJ	1	1	1	NA	NA	NA
P2C76_ORYSJ	0.177856342	2	2	0.840088138	1	1
P2C79_ARATH	1	1	1	NA	NA	NA
P2SAF_ORYSJ	0.403221076	3	3	0.719714002	1	1
P4H3_ARATH	0.298869244	5	5	0.184258922	4	4
P4H4_ARATH	0.045411197	2	2	0.137651951	2	2
P4H7_ARATH	0.219070062	2	2	0.34657777	3	3
P4H9_ARATH	1	1	1	NA	NA	NA
P4KA1_ARATH	0.292195713	7	7	0.278548947	8	8
P4KB1_ARATH	0.963800032	3	3	0.008662676	6	6
P4KB2_ARATH	0.459678339	1	1	NA	NA	NA
P4KG3_ARATH	0.776376601	1	1	0.192734847	5	5
P4KG4_ARATH	0.308376689	8	8	0.388911389	3	3
P4KG5_ARATH	0.91638798	1	1	NA	NA	NA
P4KG7_ARATH	0.072619919	12	12	0.183830627	7	7
P5CR_SOYBN	0.768518491	1	1	NA	NA	NA
P5CS_ORYSJ	0.139725579	12	12	0.224567038	7	7
PAB2A_XENLA	0.683990515	1	1	0.798724832	2	2
PABN2_ARATH	0.026676668	6	6	0.588477962	3	3
PABN3_ARATH	0.296447567	4	4	0.110796667	3	3
PABP2_ARATH	0.945250837	1	1	0.755795409	4	4
PABP2_MOUSE	0.596606889	1	1	0.51961528	1	1
PABP8_ARATH	0.660604343	5	5	0.12705166	4	4
PAC_ARATH	0.844320342	1	1	0.984650942	1	1
PAD4_ARATH	0.3149544	11	11	0.511175013	5	5
PAE2_ARATH	0.003314208	4	4	NA	NA	NA
PAE3_ARATH	0.156636162	1	1	0.613860347	1	1
PAE5_ARATH	0.320279871	5	5	0.309492186	4	4
PAE8_ARATH	0.007379999	5	5	0.596488087	2	2
PAF1_ARATH	0.379695149	6	6	0.495238964	3	3
PAH1_ARATH	0.063999228	5	5	0.282171377	7	7
PAH2_ARATH	0.238831689	8	8	0.064987938	7	7
PAHX1_ORYSJ	0.448851372	4	4	0.3787712	3	3
PAI1_ARATH	0.465606431	1	1	0.042763769	1	1
PAL1_ORYSJ	0.10288758	3	3	0.083098484	9	9
PAL2_ORYSI	0.119989277	9	9	0.394184758	10	10
PAL2_ORYSJ	0.31277901	4	4	0.223236586	6	6
PALD_CHICK	0.384213569	4	4	0.180706945	6	6
PALD_HUMAN	0.700587154	2	2	NA	NA	NA
PALY_MAIZE	0.18203597	6	6	NA	NA	NA
PALY_WHEAT	0.042068212	7	7	0.086372735	6	6
PAM68_ARATH	0.335204788	3	3	0.032845228	6	6
PANC_ORYSJ	0.882066015	3	3	0.610334037	2	2
PANK1_ORYSJ	0.367306587	4	4	0.185311309	5	5
PANK2_ORYSJ	0.028631968	8	8	0.613489585	5	5
PAO_ARATH	0.275156993	2	2	0.095534878	3	3
PAO_MAIZE	0.687882407	2	2	0.211670441	3	3
PAO2_ARATH	0.005366453	15	15	0.221380232	10	10
PAO4_ARATH	0.347018486	3	3	0.246551076	5	5
PAP10_ARATH	0.477370662	5	5	0.266504594	2	2
PAP11_ARATH	0.14099528	3	3	0.469939923	1	1
PAP12_ARATH	0.283993735	7	7	0.113014866	6	6
PAP13_ARATH	0.498539978	3	3	0.517923586	4	4
PAP14_ARATH	0.000245906	2	2	7.82E-06	3	3
PAP2_ORYSJ	0.451725404	4	4	0.425724248	3	3
PAP3_ORYSJ	0.72613833	2	2	0.089596536	3	3
PAP4_ARATH	0.164406249	7	7	0.638911306	4	4
PAP6_ARATH	5.66E-05	7	7	0.005501906	7	7
PAP7_ARATH	0.251003691	9	9	0.396801874	7	7
PAP8_ARATH	0.767354365	4	4	0.799362213	4	4
PAPA1_CARPA	0.013500773	2	2	0.088654653	1	1
PAPD5_MOUSE	0.554464442	2	2	NA	NA	NA
PAPD7_HUMAN	0.346931792	1	1	NA	NA	NA
PAPS1_ARATH	0.871900353	2	2	0.252188457	2	2
PAPS2_ARATH	0.855234435	1	1	NA	NA	NA
PAPS4_ARATH	0.324223945	6	6	0.008759575	8	8
PARG1_ARATH	0.179821391	6	6	0.230849163	2	2
PARN_ARATH	0.049618419	2	2	NA	NA	NA
PARNL_ARATH	0.039523089	2	2	0.038478473	1	1
PARP1_MAIZE	0.11037277	1	1	NA	NA	NA
PAS1_ARATH	0.350466169	4	4	0.282588956	2	2
PAT_PETHY	0.221056898	6	6	0.559853687	2	2
PAT_PINPS	0.309148611	2	2	0.725057573	2	2
